cpf,nome,data_nascimento,cidade,estado,nivel_conta,email
928.347.156-37,Kevin Pinto,1996-05-04,Ferreira do Campo,GO,Bronze,xribeiro@example.com
102.659.784-67,Pietra Azevedo,1948-05-28,Siqueira Paulista,BA,Prata,duartejose-miguel@example.org
658.397.421-55,Joaquim Gomes,1969-03-12,Nascimento de Nascimento,PR,Ouro,hadassabarros@example.net
683.501.297-86,Luiz Miguel Novais,1972-12-15,Camargo,AL,Prata,eloah24@example.com
286.175.093-68,Diego Garcia,1990-08-04,Sampaio,PA,Prata,caue19@example.org
720.186.935-30,Oliver Cassiano,1992-10-16,Melo,SC,Bronze,sarahsampaio@example.com
765.390.248-00,Arthur Gabriel Pereira,1991-10-27,Montenegro,CE,Prata,goncalveslavinia@example.net
784.962.130-13,Caleb Moreira,1966-05-26,Souza,DF,Prata,dpinto@example.org
621.953.478-64,Eloah Aragão,1995-05-17,Ramos das Pedras,DF,Bronze,henrique11@example.com
950.126.738-59,Alexia Sá,2002-08-11,Correia da Prata,DF,Ouro,da-costavitor-gabriel@example.org
907.862.513-95,Dr. Miguel Montenegro,1953-12-19,Sá das Flores,SC,Ouro,jose-pedro15@example.com
812.043.576-17,Enrico Cassiano,1987-02-21,Barros de Pires,AP,Prata,pedrorodrigues@example.net
295.318.476-73,Mathias da Costa,1954-12-01,Cassiano,RJ,Bronze,zbrito@example.org
241.306.957-70,Bernardo da Mota,1979-12-09,Fogaça de Minas,AP,Ouro,maria-clarada-luz@example.com
472.093.618-04,Maria Luísa Pinto,2003-02-12,Macedo,MS,Ouro,evelyn16@example.net
740.859.126-58,Cauã da Rocha,1966-04-13,Nunes,MG,Bronze,camarahellena@example.com
157.384.602-35,Cauê Gonçalves,1992-12-25,Costa das Flores,MT,Prata,diascaroline@example.net
739.028.654-74,Clara Porto,1955-03-26,Nunes do Norte,RN,Prata,zaraujo@example.com
673.019.852-40,Emanuelly Barros,1950-05-08,da Mota,MG,Prata,da-rosamarcela@example.com
834.105.962-24,Gael Henrique Ferreira,2004-10-21,Mendes do Amparo,PI,Bronze,luizafogaca@example.net
960.481.723-03,Dr. Anthony Gabriel Cassiano,2001-09-17,Casa Grande de Monteiro,MT,Ouro,vieirajoana@example.com
807.613.942-22,Srta. Mariah Sampaio,1977-11-13,Peixoto,MG,Ouro,ceciliacostela@example.org
905.628.714-11,Sra. Mirella Jesus,1968-08-19,Fogaça da Prata,PA,Bronze,ian27@example.com
528.439.761-46,Larissa Sampaio,1982-12-03,Borges,SE,Ouro,borgesarthur-gabriel@example.net
617.549.028-20,Ana Beatriz Rios,1960-06-07,Cunha de Goiás,SP,Prata,ynovaes@example.org
371.295.408-50,Thiago da Paz,1958-12-01,das Neves das Pedras,RO,Ouro,anthonyleao@example.org
092.674.518-20,Marina da Costa,1978-07-10,Correia das Flores,TO,Prata,oliveiraliz@example.org
629.841.307-31,Srta. Sofia Campos,1983-09-04,Teixeira Paulista,TO,Prata,aylacostela@example.org
106.854.972-67,Maria Helena Alves,1991-03-22,Marques,RS,Prata,marcelo33@example.com
389.572.016-02,Antônio Porto,2007-09-21,Camargo,PB,Ouro,caldeirajoao-miguel@example.com
421.038.756-80,Alícia Jesus,1945-09-17,Pires de Barbosa,DF,Bronze,ugarcia@example.net
728.901.534-79,Dr. Yago Abreu,1951-06-26,Campos do Oeste,RN,Ouro,nascimentoaugusto@example.net
823.690.147-50,Henry Barros,1990-03-25,da Mata,GO,Prata,fcosta@example.com
847.536.901-48,Gael Henrique Rodrigues,1998-04-12,Gonçalves do Campo,RJ,Prata,lucas37@example.com
764.829.051-02,Gabriela Nunes,1964-09-20,Pires de Minas,PB,Prata,bernardomoraes@example.com
964.758.210-20,Fernando Duarte,1969-12-04,Fogaça,ES,Prata,cunhaesther@example.com
251.096.847-58,Luna da Conceição,1978-12-04,Gomes,MA,Bronze,saracunha@example.org
841.953.672-55,Gael Henrique Aragão,1995-05-01,Monteiro de Aparecida,GO,Ouro,hcampos@example.com
256.140.983-05,Larissa Cardoso,1997-12-24,Andrade da Prata,PE,Ouro,fernandesarthur-gabriel@example.org
716.529.483-09,Levi Monteiro,1982-05-17,Gonçalves,MA,Bronze,pmonteiro@example.org
510.879.643-93,Dra. Maya Câmara,1952-04-15,Correia,SC,Ouro,stephany00@example.com
019.276.438-13,Enzo Gabriel Carvalho,1980-05-29,Campos de Cardoso,MT,Bronze,juliaporto@example.com
183.475.296-55,Caleb da Luz,1992-11-05,Silva de Minas,MS,Prata,noahsales@example.org
170.986.345-57,Bella Fernandes,1954-11-27,Teixeira da Mata,RR,Prata,jrezende@example.net
123.875.940-88,João Lucas Lima,1951-11-18,Oliveira do Campo,BA,Prata,vcaldeira@example.org
307.128.956-12,Dr. Dante Novaes,1946-06-05,Lopes do Oeste,BA,Bronze,bmontenegro@example.net
507.268.491-11,Sra. Evelyn da Rocha,1953-08-06,Cavalcanti Paulista,PE,Ouro,bmoreira@example.org
031.795.426-16,Benício Nascimento,1947-08-01,Câmara das Flores,MG,Bronze,obrito@example.net
473.162.985-37,Srta. Aylla Cirino,1974-12-14,Sousa de das Neves,RR,Bronze,luigidias@example.net
128.739.064-13,Lívia Almeida,1952-10-14,Barbosa da Serra,RO,Ouro,peixotoclarice@example.com
907.613.842-78,Lavínia da Conceição,1976-06-13,Sá,BA,Bronze,britoana-julia@example.net
578.924.631-19,Luiz Otávio Marques,1941-08-18,da Rosa Alegre,PE,Ouro,rcamargo@example.net
802.315.749-32,Pedro Fonseca,1954-09-29,Correia,MG,Prata,da-motayasmin@example.com
824.596.371-28,Leonardo Correia,1943-07-03,Pimenta do Campo,PA,Bronze,ynunes@example.com
410.358.627-35,Lavínia Pinto,1978-09-08,da Rosa,PR,Bronze,davi-lucca40@example.com
034.679.512-52,Pedro Fogaça,1985-08-20,Aragão,GO,Ouro,clarada-paz@example.net
821.597.430-97,Henry Andrade,1972-11-26,da Cruz das Flores,PA,Bronze,qbrito@example.com
942.837.160-22,Davi Luiz Leão,1978-06-04,da Rosa,MA,Prata,da-rosamaria-eduarda@example.net
268.014.395-70,Maria Alice Martins,1964-10-22,Martins das Pedras,PA,Prata,jalves@example.org
612.478.509-94,Matteo Cardoso,1968-02-16,Martins,SE,Ouro,faragao@example.org
415.902.368-15,Davi Sousa,1980-06-27,Sampaio,DF,Prata,mayacarvalho@example.org
248.503.169-05,Eduardo Pereira,2000-08-01,Moreira,AM,Prata,nicolascaldeira@example.com
087.395.216-21,Isaac Nogueira,1958-06-02,Ribeiro de Pimenta,AM,Prata,ocasa-grande@example.org
293.145.678-00,João Vitor Rios,1947-07-07,Freitas de Rios,GO,Ouro,sgomes@example.org
768.102.359-30,Kevin Andrade,1984-08-09,Aparecida de Fogaça,BA,Bronze,dsilveira@example.com
025.461.837-53,Ana Luiza Cavalcanti,1985-05-04,Fogaça,RS,Bronze,maria-clara24@example.net
461.853.970-48,Sofia Vasconcelos,1985-07-18,Cardoso Alegre,RJ,Prata,isis10@example.org
231.508.476-80,Srta. Bella Cavalcanti,1990-04-04,Sá das Pedras,AP,Bronze,pimentatheodoro@example.org
017.624.938-96,Rael Garcia,1949-10-09,Costa,GO,Prata,rmacedo@example.com
392.841.076-87,Aylla Costela,1942-12-20,Abreu,MS,Prata,inunes@example.org
527.164.389-19,Sr. Bernardo Macedo,1969-10-18,Barbosa Verde,AP,Prata,pietrada-rosa@example.org
173.045.268-07,José Gomes,1988-07-24,Azevedo da Serra,MA,Prata,nascimentorodrigo@example.net
984.370.521-14,Arthur Andrade,1963-09-17,da Luz do Oeste,MT,Prata,carvalhonicolas@example.net
503.784.916-01,Anna Liz Novaes,1973-04-14,da Mata,SC,Bronze,caldeirabrayan@example.com
835.962.104-70,Gael Henrique Nascimento,1982-02-02,Rodrigues do Sul,PI,Prata,yaragao@example.com
268.410.375-53,Sr. Luigi Lopes,2003-03-07,da Costa,ES,Bronze,pastorantonio@example.org
680.971.532-03,Pedro Lucas Cirino,1959-12-08,Dias,MS,Bronze,anacardoso@example.net
671.509.234-61,Maria Alice Câmara,1970-11-21,Fonseca da Prata,MA,Bronze,sarada-mata@example.com
891.023.476-87,Davi Miguel Moreira,1956-05-24,Sousa da Prata,DF,Bronze,freitasjoao-miguel@example.org
378.069.512-02,Maria Isis da Rosa,1996-12-29,Araújo,GO,Bronze,bmonteiro@example.com
670.193.524-99,Ana Júlia Ribeiro,1961-06-21,Nogueira,SP,Prata,benjamim95@example.com
930.254.817-14,Yuri Gomes,2005-07-09,Nascimento dos Dourados,PA,Ouro,luan67@example.net
320.856.791-02,Dr. Arthur Miguel Pimenta,1959-05-16,da Mata Paulista,SE,Bronze,camposana-liz@example.net
542.360.981-05,Luiz Henrique Mendes,1984-02-08,Jesus,AL,Bronze,da-motaana-sophia@example.org
724.685.309-00,Emanuella Casa Grande,1999-12-29,da Conceição,AM,Prata,cirinonatalia@example.com
950.481.726-20,Antony Rocha,1998-03-15,Nogueira do Norte,RN,Prata,claracaldeira@example.org
871.409.632-31,Maria Vitória Barbosa,1984-05-21,da Paz Grande,AC,Ouro,eloah56@example.net
574.801.296-02,Apollo Caldeira,1982-02-24,Dias,PE,Prata,pedro69@example.org
261.074.398-03,Ana Júlia Pereira,1972-11-05,Dias de da Mata,DF,Bronze,ryan53@example.com
375.801.924-97,Sr. Luiz Gustavo Novais,1975-02-11,Fonseca,RS,Bronze,opereira@example.com
632.418.579-64,Luigi Dias,1948-09-25,Jesus,PA,Bronze,mayapires@example.org
270.183.946-78,Srta. Carolina Andrade,1997-06-13,Alves da Serra,AP,Bronze,oliviamoura@example.com
652.384.179-00,Lucca Fernandes,1980-12-15,Silveira,AL,Bronze,sousadaniela@example.com
679.231.480-31,André Pastor,1981-01-23,Rocha dos Dourados,MG,Bronze,luna28@example.net
941.723.506-07,Lorenzo Gomes,1962-05-21,Casa Grande,AL,Prata,lorenamoreira@example.com
951.267.048-85,Maysa Câmara,2000-12-14,da Paz,GO,Bronze,da-conceicaoagatha@example.org
132.046.958-24,Léo Costela,1959-11-20,Siqueira dos Dourados,PE,Ouro,mariada-rocha@example.org
176.320.984-96,Sr. Henry Siqueira,1945-10-06,Castro do Galho,MT,Prata,maria81@example.net
506.894.273-10,Alexia da Cruz,1950-01-08,Câmara do Oeste,GO,Prata,fcassiano@example.org
742.150.683-71,Samuel Novais,1982-04-19,Santos,CE,Bronze,leaovinicius@example.net
635.841.207-80,Raquel Mendonça,1994-12-04,Peixoto da Praia,PI,Ouro,gda-rocha@example.org
146.329.705-06,Luiza Ribeiro,1948-06-06,Sampaio das Flores,RR,Prata,maria-sophiamendonca@example.net
630.294.187-31,Luna da Luz,1986-08-21,Jesus das Flores,SE,Ouro,zlima@example.com
047.512.968-76,Hellena Oliveira,2000-04-16,Nascimento,DF,Prata,pimentabella@example.org
980.573.621-03,Sr. Benicio Moreira,1955-01-11,Nascimento do Oeste,CE,Prata,osilva@example.com
258.314.709-97,Vinicius Caldeira,1974-10-31,Vieira do Amparo,AL,Prata,alexiada-rosa@example.org
390.257.861-03,João Gabriel Barros,1945-11-30,Montenegro,SC,Bronze,aalmeida@example.net
821.543.796-64,Dr. Théo Souza,1942-04-20,da Mota dos Dourados,DF,Bronze,da-luzmaria-julia@example.com
461.739.285-82,Dra. Sofia da Cruz,1966-09-23,Monteiro,SC,Ouro,wfreitas@example.net
173.408.962-87,Bianca Ramos,1961-11-04,Casa Grande de Minas,AM,Prata,olivermendonca@example.net
312.946.805-60,Noah das Neves,1991-02-05,Cassiano do Norte,MT,Ouro,rabreu@example.net
387.492.156-55,Sra. Sophie Novais,1999-02-19,Caldeira,PA,Prata,garciajose-miguel@example.org
281.763.045-90,Eloá Pires,1995-05-12,Carvalho de Souza,PI,Bronze,aguerra@example.com
164.582.739-91,Eloah Casa Grande,1960-06-14,Pimenta,RR,Prata,rafaela94@example.com
735.961.428-73,Liam Leão,1952-11-25,Melo,AP,Bronze,das-nevesmarcos-vinicius@example.org
187.205.364-53,Luiz Fernando Porto,1978-10-03,Ferreira,RS,Bronze,correiayan@example.com
645.832.109-06,Henrique da Mota,1952-11-03,Nunes do Campo,BA,Prata,kfarias@example.net
947.160.582-20,Clara Casa Grande,1951-12-03,Abreu de Duarte,AP,Bronze,carvalhonina@example.com
675.240.193-43,Maria Isis Santos,1972-12-29,das Neves do Galho,MT,Ouro,pereirapaulo@example.org
426.935.870-00,Maya Rezende,1964-05-26,Alves,MS,Bronze,qvargas@example.com
638.721.094-13,Sr. André Pastor,1961-10-29,Brito da Praia,GO,Ouro,pereirayago@example.org
476.052.938-10,Ana Silva,2003-10-29,Pereira de Pires,PB,Prata,ecavalcanti@example.net
810.274.965-20,Bryan Leão,1997-06-18,Araújo,PB,Ouro,diasgael@example.net
430.256.198-05,Alice Rios,1968-02-21,Rios do Norte,AP,Bronze,melissacasa-grande@example.net
412.307.896-69,Alexandre das Neves,1959-05-03,Campos Alegre,PB,Prata,nunesmaria-fernanda@example.org
192.508.736-03,Anthony Cunha,1984-02-13,Marques de Minas,SC,Prata,ana-lizrodrigues@example.net
324.098.156-42,Luara Jesus,1956-01-31,da Mata,DF,Prata,ana-carolinada-luz@example.net
741.328.596-73,Eloá Andrade,2005-05-01,Cassiano da Prata,RJ,Ouro,luaraferreira@example.net
435.796.208-00,Henrique Martins,1958-06-16,Camargo,PE,Ouro,maria-lauracarvalho@example.com
958.436.017-57,Maria Alice Albuquerque,1951-07-05,Melo Alegre,MT,Bronze,cirinoelisa@example.com
279.603.481-03,Sra. Olívia da Cruz,1957-11-22,Peixoto Alegre,PR,Prata,cda-rosa@example.org
816.324.750-90,Théo Cavalcante,2003-06-22,Peixoto do Galho,DF,Prata,jose-pedroribeiro@example.com
014.682.359-15,Agatha Ribeiro,1950-09-28,Cavalcanti,MA,Prata,enrico23@example.org
613.854.209-60,Luiz Felipe Brito,1972-09-28,Sampaio do Oeste,PR,Ouro,tmartins@example.org
162.793.854-00,Maria Júlia Nascimento,1945-08-01,Mendonça Verde,AC,Bronze,luiz-henriquevargas@example.org
598.406.372-74,Theo Correia,1943-09-19,da Rosa,PA,Bronze,fernandeshadassa@example.net
269.783.401-03,Emanuelly Castro,1967-10-21,Martins,SE,Prata,ferreiraguilherme@example.net
602.714.395-99,Ryan Rezende,2006-01-10,Lima do Norte,MA,Bronze,vda-luz@example.net
175.632.408-53,Yasmin Teixeira,1966-10-20,Cassiano,AC,Bronze,valentim38@example.net
760.329.415-07,Sr. Léo da Cunha,1969-09-03,Rocha da Mata,SP,Bronze,nogueiravitor@example.org
456.032.987-74,Brenda Fogaça,1990-07-06,Nascimento,SC,Bronze,lda-cruz@example.org
812.593.467-73,Isabelly Siqueira,1996-07-16,Aparecida de Barbosa,MT,Prata,breno29@example.net
169.258.370-03,José Miguel Silveira,1985-02-18,Lopes,AM,Prata,vicenteda-rosa@example.net
893.502.761-86,Francisco da Mota,1974-11-02,Pereira,MG,Bronze,aliceda-mata@example.org
630.981.245-98,Luiza Brito,1955-10-08,Almeida,RR,Bronze,pedro-miguel19@example.com
976.542.310-16,Dr. Liam Ferreira,1996-09-07,Cassiano de Martins,SC,Prata,icostela@example.net
264.307.591-99,Manuella Barros,1954-10-30,da Rosa da Mata,SP,Prata,marcela70@example.org
925.437.018-50,Marcos Vinicius Nascimento,1949-09-01,Pereira do Campo,AM,Prata,ncunha@example.org
942.613.850-15,Lara Dias,1993-02-19,Pires do Campo,RO,Prata,milena88@example.com
367.892.504-92,Laura Abreu,1976-12-14,Teixeira dos Dourados,RS,Ouro,gael-henriquegomes@example.net
698.150.742-02,Maria Luísa Almeida,1962-10-28,Cavalcante,RJ,Ouro,frodrigues@example.com
063.817.249-78,Ravy Silva,2003-05-29,Duarte,BA,Prata,davi-lucca03@example.net
793.548.106-75,Brenda Pereira,1997-09-21,Castro de Goiás,PB,Prata,abreubenicio@example.net
687.930.514-84,Dra. Yasmin Silva,1942-04-27,Mendes de Silveira,AL,Ouro,isabella05@example.com
876.905.134-84,Srta. Maria Clara Jesus,1985-05-20,Casa Grande de Goiás,SE,Prata,qcostela@example.org
517.938.246-73,Sra. Luísa Viana,1971-05-10,Nunes Paulista,RN,Prata,teixeirajoao-lucas@example.org
840.129.536-05,Emanuel Nunes,1983-11-04,Melo dos Dourados,RO,Prata,leonardo22@example.net
469.510.823-24,Anthony Gabriel da Luz,1965-06-27,Mendes da Serra,MS,Ouro,melissadias@example.net
567.914.308-93,Alice Rios,2005-02-22,Fernandes,ES,Ouro,noah32@example.com
913.275.064-16,Srta. Maria Clara Rios,1942-12-10,Pires do Campo,MT,Bronze,da-matasophie@example.net
810.345.976-39,Srta. Isabelly da Conceição,1987-08-21,Cavalcanti de Aparecida,RN,Bronze,agatha13@example.net
124.095.783-14,Beatriz Nascimento,2000-09-13,Dias,SE,Bronze,costamaria-liz@example.org
719.804.623-13,Anthony Pacheco,1969-12-13,Silveira,PB,Prata,maria-aliceabreu@example.com
647.512.389-73,Letícia da Luz,1999-09-21,Fernandes,GO,Prata,lunna12@example.com
057.318.942-05,Pedro Miguel Fernandes,1984-02-11,Correia,SP,Bronze,teixeiraravi@example.org
489.273.061-04,Giovanna Oliveira,1986-06-05,Duarte,CE,Bronze,isabelaviana@example.org
295.436.781-46,João Melo,2004-04-14,Freitas Grande,MA,Prata,daniela57@example.com
698.037.514-84,Kamilly Almeida,1996-05-28,Costela,RO,Prata,ana-beatriz50@example.com
695.481.723-64,Cauê Barbosa,1957-04-02,Duarte,SC,Ouro,lsilveira@example.com
067.124.395-07,Luigi da Mota,1977-04-23,Macedo da Mata,AM,Prata,vcarvalho@example.org
562.814.730-35,Aurora Macedo,1957-05-24,Oliveira da Prata,SP,Prata,sofia40@example.org
158.639.472-09,Raul Fonseca,1963-05-15,Rocha,RR,Bronze,thomas90@example.org
168.370.429-04,Pedro Henrique Andrade,2006-01-07,Vieira da Prata,PR,Bronze,brenda11@example.net
189.476.025-58,Esther Sá,1945-09-05,da Mota dos Dourados,PB,Prata,biancabarbosa@example.org
957.483.012-88,Mathias Almeida,1941-04-15,Duarte,PA,Bronze,valentimcamara@example.net
587.961.230-95,Diogo Costela,1961-09-12,Brito,AC,Bronze,vasconcelosjose-miguel@example.net
519.628.403-60,Otávio da Mata,1956-07-23,Vargas,MS,Bronze,carvalholunna@example.org
607.951.384-66,Maria Liz Costa,1954-09-13,Pastor do Campo,AP,Ouro,nataliapacheco@example.net
812.690.375-95,Sra. Maria Vitória Correia,1955-01-07,Montenegro,MS,Ouro,gda-cunha@example.org
708.365.912-59,Benício Lopes,2005-01-28,da Conceição de Minas,RS,Prata,bmelo@example.com
502.619.837-68,Ravy Teixeira,1943-05-12,Peixoto,SE,Ouro,ana-beatrizfreitas@example.net
629.174.580-11,Sr. Enrico Alves,1974-07-25,das Neves,MG,Ouro,vinicius95@example.org
059.371.684-10,Valentina Cavalcante,1951-06-21,Albuquerque,MS,Prata,franciscoleao@example.org
178.346.920-03,Renan Melo,2001-12-02,Cardoso Alegre,RO,Bronze,gael77@example.net
932.146.507-34,Srta. Maria Luiza da Paz,2001-01-22,da Cruz,ES,Bronze,leo45@example.net
784.612.350-53,Ana Beatriz Souza,2002-05-12,Pires do Norte,SE,Ouro,luiz-otavioalbuquerque@example.org
032.879.615-86,Nathan Machado,2008-04-04,Marques,RN,Prata,zoe71@example.net
485.216.973-09,Aylla Rios,1998-12-21,Teixeira do Galho,GO,Prata,vianaemanuelly@example.com
082.913.645-24,Luiz Felipe das Neves,1971-07-03,Novaes de Minas,PE,Ouro,isabellamoraes@example.org
230.159.647-80,Maria Cecília Nogueira,1956-05-21,Freitas,CE,Bronze,rodrigueslucas@example.net
932.468.150-89,Laís Gomes,2002-01-06,Melo dos Dourados,MT,Prata,ana-claraabreu@example.org
489.157.036-93,Diego Mendes,1996-09-02,Teixeira,SE,Prata,heloisaviana@example.org
693.120.874-87,Camila Silveira,1991-01-15,Costela,PB,Prata,yuriteixeira@example.com
014.796.358-39,Davi Nogueira,1991-04-06,Cassiano de Barbosa,SP,Bronze,yago06@example.com
176.493.208-04,Luiz Miguel da Costa,1999-11-13,Sampaio de Lopes,PA,Bronze,portogustavo-henrique@example.com
495.372.806-83,Ryan da Cruz,1980-07-26,Câmara de Pastor,PA,Bronze,gustavo-henrique78@example.net
968.047.523-92,Isaque Fonseca,1980-03-08,Gonçalves do Norte,MS,Prata,kmarques@example.net
068.591.473-93,João Vitor Jesus,1995-04-11,Siqueira,PB,Ouro,elisa55@example.org
470.236.185-62,Sra. Marcela Vasconcelos,1996-03-13,Monteiro,AP,Bronze,clarice98@example.net
354.086.912-33,Ester Sá,1966-09-30,da Luz,RR,Prata,vferreira@example.com
528.709.163-02,Laís Sá,1978-10-22,Gonçalves,RN,Bronze,costafrancisco@example.org
964.152.780-02,Bella Sousa,1996-02-20,Pimenta Verde,AP,Ouro,rael70@example.org
824.031.769-31,Helena Casa Grande,1941-07-20,da Cruz do Sul,RN,Ouro,amacedo@example.net
836.145.927-82,Sra. Maria Clara da Luz,1970-01-21,Fonseca de Goiás,MT,Prata,eduardo25@example.net
382.049.765-00,Sra. Heloisa Martins,1959-01-08,Marques,RN,Prata,lmonteiro@example.com
120.436.798-13,Srta. Ana Luiza Rodrigues,1964-10-27,Silveira,GO,Bronze,benjamin97@example.com
263.579.410-34,Sophia Jesus,1950-07-09,Abreu do Norte,RR,Bronze,isaque19@example.org
862.519.407-94,Sabrina Siqueira,1948-11-02,Borges do Campo,MG,Ouro,yjesus@example.net
725.108.496-11,Theo Borges,1953-04-07,Guerra do Oeste,ES,Prata,enrico57@example.org
840.976.521-76,Enzo Gabriel Abreu,2006-04-12,Abreu,MT,Prata,bdas-neves@example.net
951.764.302-07,Sr. Eduardo Peixoto,1966-03-03,Macedo,RR,Ouro,nataliacassiano@example.com
091.625.873-40,Stella Cavalcante,2001-12-19,Monteiro,DF,Prata,barbaramarques@example.net
867.054.913-10,Sr. Isaque Mendonça,1953-07-10,Aparecida da Praia,AL,Prata,tribeiro@example.net
189.562.340-51,Lorenzo Carvalho,1971-03-09,da Rocha,RS,Prata,bguerra@example.com
170.382.649-31,Theo Viana,1993-02-25,Vargas do Norte,PE,Bronze,correiafelipe@example.com
982.570.431-41,Esther Fogaça,2006-04-27,Rodrigues,PA,Prata,nicolefreitas@example.net
031.875.296-40,Gabrielly Oliveira,1984-04-14,Aparecida,MG,Ouro,igorda-rocha@example.org
352.917.604-43,Josué Pinto,1986-03-14,Lima Verde,RR,Prata,nicolas46@example.net
068.321.749-69,Maria Laura Aparecida,1988-01-26,Cardoso de Ribeiro,RR,Ouro,diegoporto@example.org
127.094.865-20,Maria Laura da Paz,1977-03-13,da Paz Verde,GO,Bronze,teixeiraisaque@example.com
317.864.052-53,Daniel da Conceição,1943-04-18,Cirino de Minas,SP,Prata,da-costaluiza@example.net
572.340.196-34,Anthony Gabriel Cassiano,1963-12-08,Cavalcanti da Praia,PB,Ouro,danielgoncalves@example.com
241.765.938-73,Pedro Lucas Azevedo,1998-02-06,Pereira,PE,Prata,lorenzo28@example.com
018.345.926-15,Sra. Maria Eduarda Andrade,1950-06-21,Rodrigues,ES,Prata,garciaandre@example.net
061.879.435-20,Maria Isis da Paz,1987-05-12,Machado de Goiás,RO,Bronze,qpimenta@example.com
792.348.106-78,Emanuella Gomes,2008-09-11,Castro da Praia,SC,Ouro,lopesana-clara@example.org
076.541.398-10,Nathan Leão,2000-11-01,Marques dos Dourados,PB,Prata,xmartins@example.com
562.941.807-67,Evelyn Siqueira,1985-07-28,Martins da Prata,SP,Bronze,pfreitas@example.com
362.904.817-03,Guilherme Cunha,1963-09-08,Ribeiro,MG,Bronze,ccirino@example.org
362.754.189-82,Fernanda Cassiano,1968-09-10,Martins de Goiás,SC,Prata,mariahdias@example.net
980.576.432-00,Lucas Borges,1962-01-09,Costa Grande,DF,Prata,davi-lucca59@example.com
978.251.640-67,Eduarda Cassiano,1951-10-25,Campos da Prata,RN,Bronze,jcastro@example.net
743.051.962-80,Mateus Melo,1966-07-10,Cavalcante de Vargas,AC,Ouro,lunna99@example.org
709.542.681-30,Felipe Carvalho,1983-03-04,Rocha das Flores,BA,Ouro,vieiramatteo@example.net
541.283.067-62,Luiz Otávio da Cunha,1953-10-09,Moreira do Sul,PR,Prata,lucas-gabriel03@example.net
497.320.561-34,Anna Liz Farias,1978-03-21,Cardoso,RN,Bronze,sousaarthur-miguel@example.com
637.890.251-86,Dr. Théo Viana,1969-08-05,Santos Alegre,BA,Ouro,vicente83@example.com
491.350.268-98,Davi Lucas Teixeira,1947-12-28,Barbosa,CE,Prata,davi-lucca29@example.org
190.572.638-40,Luísa Viana,1985-12-15,Pimenta,AM,Prata,santosjoao-lucas@example.org
129.506.384-06,Benicio Silva,1946-02-09,Duarte do Galho,DF,Prata,tcosta@example.com
927.854.013-79,Alana Barros,1952-09-02,da Luz,BA,Bronze,josuesampaio@example.org
325.617.984-37,Maria Sophia Montenegro,1984-04-19,Cunha das Pedras,GO,Ouro,rodrigo80@example.net
492.065.318-24,Marina Barros,1986-07-29,Albuquerque de Souza,RO,Ouro,diaseloa@example.net
914.523.678-09,Dr. Kaique Teixeira,1973-12-27,Nogueira do Oeste,ES,Bronze,bryansales@example.com
678.235.410-17,Matheus Leão,2005-04-30,Carvalho,SE,Prata,giovanna26@example.com
062.148.597-76,Olivia Cassiano,1959-02-21,Costa do Sul,PR,Prata,tcastro@example.net
438.796.510-00,Ana Liz Fogaça,2006-02-17,Azevedo,MT,Ouro,spereira@example.org
387.619.405-93,Eduarda Fernandes,1983-08-11,Rodrigues das Pedras,RN,Prata,peixotojose-pedro@example.net
458.671.239-28,Antony Machado,1965-11-19,da Cruz do Oeste,MT,Ouro,ana-sophiaporto@example.com
485.921.630-05,Dra. Isabela da Cruz,1973-12-14,Almeida de Dias,PE,Ouro,gomesjuan@example.net
517.342.089-88,João Guilherme Silva,1950-06-11,Vasconcelos do Norte,PR,Bronze,pietroporto@example.org
597.412.683-19,Zoe Costa,1996-10-15,Peixoto,RN,Ouro,da-rochadavi@example.net
384.195.062-06,Diego da Rocha,1942-06-05,Rezende,RS,Prata,xbarros@example.com
276.418.350-07,Rafael da Mota,1954-03-01,da Paz de Castro,RJ,Ouro,aylaalmeida@example.org
057.216.349-52,Maya Ramos,1962-09-30,Cavalcanti Alegre,RN,Prata,ramosalexia@example.com
908.561.372-86,Dom Caldeira,1976-04-12,Silva,ES,Ouro,saeloah@example.com
