id,cpf_cidadao,servico_slug,servico_nome,categoria,data_solicitacao,dias_para_concluir,status,nota_satisfacao,verificacao_facial_falhou
1030,256.813.497-64,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-30,1,Em andamento,5.0,False
1031,256.813.497-64,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-08-10,13,Em andamento,3.0,True
1032,908.245.316-98,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-21,11,Concluído,3.6,False
1033,908.245.316-98,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-21,1,Concluído,3.0,False
1034,908.245.316-98,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-20,3,Concluído,5.0,False
1035,908.245.316-98,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-14,6,Concluído,3.1,False
1036,721.854.309-04,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-20,4,Concluído,3.7,False
1037,721.854.309-04,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-02-19,18,Concluído,3.7,False
1038,721.854.309-04,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-25,6,Concluído,3.9,False
1039,721.854.309-04,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-08,14,Em andamento,3.9,True
1040,945.312.607-16,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-02,1,Concluído,5.0,False
1041,945.312.607-16,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-06,3,Concluído,3.0,False
1042,761.308.249-04,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-30,12,Em andamento,4.3,False
1043,761.308.249-04,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-29,3,Concluído,4.4,False
1044,761.308.249-04,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-27,7,Concluído,4.2,True
1045,284.756.190-02,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-02-06,18,Concluído,4.5,False
1046,284.756.190-02,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-20,1,Concluído,4.0,False
1047,284.756.190-02,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-12,1,Concluído,4.2,False
1048,041.328.976-13,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-03,1,Concluído,4.6,False
1049,975.864.102-67,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-08-14,9,Em andamento,3.7,False
1050,975.864.102-67,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-09-01,3,Concluído,3.1,False
1051,975.864.102-67,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-02-07,9,Concluído,4.3,False
1052,236.071.489-96,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-18,1,Concluído,4.5,False
1053,236.071.489-96,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-11,10,Concluído,3.9,True
1054,837.965.241-09,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-09-04,4,Em andamento,2.8,False
1055,837.965.241-09,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-25,12,Concluído,4.1,False
1056,837.965.241-09,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-03,1,Concluído,4.5,False
1057,837.965.241-09,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-04,2,Concluído,5.0,False
1058,573.961.820-77,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-14,9,Concluído,4.2,False
1059,901.846.375-20,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-29,4,Concluído,2.8,False
1060,901.846.375-20,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-28,14,Concluído,3.2,False
1061,260.739.451-16,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-13,8,Concluído,3.8,False
1062,416.905.372-99,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-09,1,Concluído,3.8,False
1063,416.905.372-99,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-14,2,Concluído,3.9,False
1064,416.905.372-99,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-11,9,Atrasado,3.6,False
1065,203.861.574-80,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-29,3,Concluído,3.7,False
1066,203.861.574-80,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-01-21,14,Concluído,4.1,False
1067,203.861.574-80,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-14,6,Atrasado,3.1,False
1068,203.861.574-80,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-15,1,Concluído,5.0,False
1069,760.915.342-70,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-18,1,Concluído,4.6,False
1070,760.915.342-70,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-09,1,Concluído,4.5,False
1071,168.734.209-13,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-25,1,Concluído,4.4,False
1072,146.307.298-87,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-20,20,Concluído,2.6,False
1073,146.307.298-87,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-09-04,10,Concluído,4.0,False
1074,146.307.298-87,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-08-13,2,Concluído,3.9,False
1075,957.123.486-91,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-05,1,Concluído,5.0,False
1076,271.635.904-07,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-09,8,Em andamento,2.3,False
1077,139.478.256-09,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-07,3,Concluído,4.3,False
1078,139.478.256-09,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-17,2,Concluído,4.4,False
1079,190.478.536-01,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-17,3,Concluído,4.7,False
1080,190.478.536-01,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-07,1,Concluído,4.2,False
1081,760.132.459-16,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-13,7,Concluído,3.9,False
1082,760.132.459-16,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-19,2,Concluído,4.1,False
1083,760.132.459-16,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-10,3,Atrasado,3.7,False
1084,760.132.459-16,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-08,5,Em andamento,3.5,False
1085,698.342.017-96,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-16,7,Em andamento,3.1,False
1086,029.564.813-98,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-15,4,Atrasado,5.0,False
1087,029.564.813-98,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-20,1,Concluído,4.7,False
1088,029.564.813-98,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-06,1,Concluído,4.4,False
1089,673.495.821-37,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-29,12,Concluído,4.0,False
1090,673.495.821-37,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-31,1,Concluído,4.6,False
1091,673.495.821-37,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-21,1,Concluído,4.9,False
1092,673.495.821-37,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-09-13,1,Concluído,4.4,False
1093,431.962.580-33,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-06-26,1,Concluído,5.0,False
1094,054.872.936-00,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-28,1,Concluído,4.5,False
1095,054.872.936-00,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-08,5,Atrasado,4.5,False
1096,548.967.123-82,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-26,4,Atrasado,5.0,False
1097,548.967.123-82,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-29,1,Concluído,4.6,False
1098,548.967.123-82,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-03,1,Concluído,4.2,False
1099,548.967.123-82,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-07,4,Em andamento,3.4,False
1100,691.083.745-20,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-19,1,Concluído,4.3,False
1101,678.531.420-80,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-01,1,Concluído,5.0,False
1102,678.531.420-80,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-01,1,Concluído,3.1,False
1103,678.531.420-80,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-03,13,Em andamento,4.2,False
1104,678.531.420-80,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-03,5,Concluído,4.3,False
1105,285.043.671-26,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-02,2,Concluído,4.5,False
1106,285.043.671-26,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-02,6,Concluído,2.8,True
1107,285.043.671-26,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-15,3,Concluído,4.9,False
1108,285.043.671-26,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-17,3,Atrasado,4.3,False
1109,028.643.917-40,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-08,1,Atrasado,4.6,False
1110,947.235.108-50,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-21,6,Concluído,3.9,False
1111,947.235.108-50,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-18,2,Concluído,5.0,False
1112,074.591.628-76,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-07,4,Concluído,4.0,False
1113,074.591.628-76,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-24,1,Concluído,3.2,False
1114,780.954.163-39,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-07,4,Concluído,3.7,False
1115,780.954.163-39,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-29,1,Concluído,3.4,False
1116,780.954.163-39,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-01,10,Concluído,3.8,True
1117,056.139.278-12,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-03,2,Concluído,5.0,False
1118,056.139.278-12,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-01-31,7,Concluído,4.5,False
1119,056.139.278-12,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-05,2,Concluído,5.0,False
1120,246.510.983-98,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-06-14,2,Concluído,3.7,False
1121,246.510.983-98,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-30,2,Concluído,3.8,False
1122,246.510.983-98,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-09-12,1,Concluído,3.8,False
1123,397.468.015-20,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-02,1,Concluído,3.2,False
1124,913.648.275-73,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-07,1,Concluído,3.7,False
1125,687.093.245-00,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-22,2,Concluído,3.8,False
1126,687.093.245-00,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-30,8,Atrasado,3.7,False
1127,281.903.547-79,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-10,12,Concluído,4.0,False
1128,281.903.547-79,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-02,10,Concluído,2.8,False
1129,281.903.547-79,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-29,4,Atrasado,3.8,True
1130,593.742.086-10,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-20,1,Concluído,5.0,False
1131,593.742.086-10,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-15,1,Concluído,5.0,False
1132,761.850.429-67,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-15,7,Concluído,2.8,False
1133,761.850.429-67,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-07,3,Concluído,3.8,False
1134,761.850.429-67,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-30,1,Concluído,3.2,False
1135,537.016.289-12,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-26,9,Concluído,4.4,False
1136,537.016.289-12,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-28,1,Concluído,3.1,False
1137,537.016.289-12,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-18,1,Concluído,4.5,False
1138,537.016.289-12,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-13,3,Concluído,5.0,False
1139,730.158.962-02,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-16,2,Em andamento,3.3,False
1140,730.158.962-02,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-15,2,Concluído,5.0,False
1141,934.150.286-15,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-04,3,Concluído,3.8,False
1142,934.150.286-15,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-21,9,Concluído,4.0,True
1143,934.150.286-15,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-19,4,Concluído,4.4,False
1144,879.240.153-88,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-12,7,Concluído,4.7,False
1145,879.240.153-88,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-05,2,Concluído,4.8,False
1146,879.240.153-88,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-17,20,Concluído,3.9,False
1147,361.785.240-80,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-12,1,Concluído,2.6,False
1148,361.785.240-80,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-26,8,Concluído,2.8,False
1149,361.785.240-80,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-07,6,Concluído,3.6,False
1150,361.785.240-80,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-09-01,1,Concluído,5.0,False
1151,350.624.179-61,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-08-01,7,Concluído,4.3,True
1152,350.624.179-61,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-21,19,Concluído,3.2,False
1153,350.624.179-61,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-09,1,Concluído,3.8,False
1154,350.624.179-61,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-27,1,Concluído,3.8,False
1155,207.894.365-74,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-02-05,22,Concluído,3.7,False
1156,907.365.814-48,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-09,1,Concluído,4.5,False
1157,907.365.814-48,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-08,1,Concluído,4.7,False
1158,907.365.814-48,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-23,11,Em andamento,4.0,False
1159,324.895.706-92,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-28,1,Concluído,4.5,False
1160,324.895.706-92,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-08,1,Concluído,4.6,False
1161,324.895.706-92,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-18,7,Concluído,3.3,False
1162,324.895.706-92,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-13,1,Concluído,4.1,False
1163,274.895.603-65,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-24,1,Concluído,4.2,False
1164,274.895.603-65,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-08,9,Concluído,3.8,False
1165,274.895.603-65,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-06,4,Em andamento,4.3,False
1166,274.895.603-65,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-30,1,Concluído,2.9,False
1167,153.876.249-82,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-08-29,1,Concluído,3.8,False
1168,153.876.249-82,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-21,6,Concluído,3.9,False
1169,397.415.826-09,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-01,14,Atrasado,3.0,True
1170,397.415.826-09,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-20,2,Concluído,4.3,False
1171,397.415.826-09,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-20,9,Concluído,3.4,False
1172,124.397.806-69,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-01,10,Concluído,3.8,False
1173,230.197.458-88,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-09-17,1,Concluído,4.6,False
1174,230.197.458-88,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-26,15,Em andamento,4.3,False
1175,230.197.458-88,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-03,1,Concluído,4.1,False
1176,286.507.149-94,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-24,7,Concluído,4.1,False
1177,286.507.149-94,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-14,1,Concluído,5.0,False
1178,934.612.508-05,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-15,15,Em andamento,3.1,False
1179,934.612.508-05,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-08-30,1,Concluído,4.7,False
1180,934.612.508-05,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-24,14,Concluído,3.7,False
1181,934.612.508-05,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-06-22,1,Concluído,4.7,False
1182,126.754.893-28,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-26,9,Atrasado,3.5,False
1183,126.754.893-28,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-01,1,Concluído,3.4,False
1184,397.618.542-64,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-18,2,Concluído,3.7,False
1185,397.618.542-64,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-20,1,Concluído,5.0,False
1186,397.618.542-64,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-16,5,Atrasado,3.9,False
1187,530.849.216-60,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-27,1,Concluído,5.0,False
1188,530.849.216-60,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-22,11,Concluído,3.7,False
1189,530.849.216-60,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-22,3,Concluído,4.3,False
1190,415.029.683-98,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-30,1,Concluído,4.4,False
1191,415.029.683-98,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-28,2,Concluído,3.9,False
1192,415.029.683-98,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-13,1,Concluído,4.7,False
1193,432.659.701-16,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-29,1,Concluído,2.9,False
1194,432.659.701-16,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-14,12,Concluído,4.3,False
1195,432.659.701-16,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-25,3,Concluído,2.8,False
1196,638.591.704-57,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-14,4,Concluído,3.7,False
1197,638.591.704-57,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-29,15,Concluído,4.2,False
1198,638.591.704-57,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-09,1,Concluído,3.8,False
1199,805.146.239-42,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-24,4,Em andamento,4.0,False
1200,805.146.239-42,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-23,4,Concluído,4.1,False
1201,805.146.239-42,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-10,8,Concluído,3.5,False
1202,805.146.239-42,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-24,1,Concluído,4.7,False
1203,028.745.319-79,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-20,2,Concluído,5.0,False
1204,028.745.319-79,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-06-28,7,Concluído,3.9,False
1205,028.745.319-79,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-31,1,Concluído,4.2,False
1206,182.054.367-62,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-22,4,Concluído,5.0,False
1207,802.735.196-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-20,6,Concluído,3.7,False
1208,724.916.350-70,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-07-06,1,Concluído,3.9,False
1209,724.916.350-70,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-28,2,Concluído,5.0,False
1210,724.916.350-70,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-30,9,Concluído,3.3,False
1211,724.916.350-70,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-24,1,Concluído,4.5,False
1212,014.532.789-23,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-09-17,19,Em andamento,3.9,False
1213,014.532.789-23,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-19,5,Concluído,4.4,False
1214,014.532.789-23,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-02,1,Concluído,4.3,False
1215,014.532.789-23,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-21,1,Concluído,4.9,False
1216,032.754.689-10,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-16,12,Em andamento,3.9,False
1217,724.190.358-79,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-21,1,Concluído,4.2,False
1218,724.190.358-79,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-24,3,Em andamento,3.8,False
1219,724.190.358-79,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-18,19,Concluído,3.7,False
1220,724.190.358-79,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-13,3,Concluído,4.2,False
1221,257.360.498-56,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-14,14,Concluído,3.8,False
1222,257.360.498-56,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-04,2,Concluído,5.0,False
1223,257.360.498-56,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-15,2,Concluído,4.7,False
1224,257.360.498-56,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-16,1,Concluído,3.9,False
1225,416.805.297-49,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-14,2,Concluído,4.6,False
1226,164.307.589-66,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-10-25,1,Concluído,5.0,False
1227,531.706.498-84,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-04,1,Concluído,4.0,False
1228,315.280.967-03,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-04,1,Concluído,5.0,False
1229,315.280.967-03,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-13,25,Concluído,3.4,False
1230,315.280.967-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-24,8,Em andamento,3.6,False
1231,315.280.967-03,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-09-14,3,Concluído,4.8,False
1232,647.058.139-01,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-19,9,Em andamento,3.4,False
1233,647.058.139-01,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-15,8,Concluído,3.6,False
1234,647.058.139-01,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-14,2,Atrasado,3.7,False
1235,150.463.827-17,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-05,9,Concluído,2.6,False
1236,150.463.827-17,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-17,5,Em andamento,3.8,False
1237,102.736.985-59,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-19,2,Concluído,4.2,False
1238,102.736.985-59,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-09-10,9,Atrasado,3.3,False
1239,102.736.985-59,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-25,1,Concluído,4.0,False
1240,403.652.987-00,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-30,9,Concluído,2.9,True
1241,270.836.149-03,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-06-16,12,Em andamento,2.8,False
1242,270.836.149-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-06-08,3,Concluído,3.7,False
1243,270.836.149-03,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-09-16,3,Concluído,4.1,False
1244,270.836.149-03,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-12,1,Atrasado,4.1,False
1245,238.714.569-00,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-05,5,Concluído,3.4,False
1246,768.913.052-68,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-24,10,Concluído,4.0,False
1247,768.913.052-68,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-07,8,Concluído,3.1,False
1248,479.385.601-20,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-11,1,Concluído,4.3,False
1249,479.385.601-20,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-21,8,Concluído,2.9,False
1250,567.294.013-70,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-02,8,Concluído,3.7,False
1251,506.391.478-01,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-05,2,Concluído,4.1,False
1252,506.391.478-01,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-23,1,Concluído,4.6,False
1253,506.391.478-01,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-23,16,Concluído,4.1,False
1254,506.391.478-01,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-26,3,Concluído,4.1,False
1255,168.540.937-75,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-05-22,18,Concluído,3.7,False
